Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	2	0:00:10.410000	0:00:01.520000	बोल करेगा मेरा मजाक	non-humor	Keshu,u-
Scene_1	3	0:00:12.210000	0:00:01.160000	उड़ाएगा मेरी खिल्ली?	humor	Keshu,u-
Scene_1	4a	0:00:13.570000	0:00:01.152000	घुसा दुंगा ..	humor	Keshu,u-
Scene_1	4b	0:00:14.772000	0:00:01.678000	पापा पापा।।	non-humor	Chintu,u4a
Scene_1	5a	0:00:16.490000	0:00:00.520000	आप ये क्या ..	non-humor	Chintu,u4a
Scene_1	5b	0:00:17.060000	0:00:00.830000	ऐ तू चुप	humor	Keshu,u5a
Scene_1	6a	0:00:18.050000	0:00:02.339429	उड़ाएगा मेरा मजाक? उड़ाएगा मेरा मजाक?	humor	Keshu,u-
Scene_1	6b	0:00:20.439429	0:00:01.170571	मम्मी	non-humor	Chintu,u6a
Scene_1	7	0:00:21.650000	0:00:02.440000	देखो ना पापा मेरे तोते को डांट रहे हैं।	humor	Chintu,u6a
Scene_1	8	0:00:24.130000	0:00:01.880000	केशू! केशू, क्या कर रहे हो?	non-humor	Koki,u7
Scene_1	9	0:00:26.050000	0:00:02.280000	अब नकली तोते से भी दुश्मनी हो गई है तुम्हारी?	non-humor	Koki,u7
Scene_1	10	0:00:28.530000	0:00:01.800000	मेरी इन तोतों से बचपन से दुश्मनी है।	humor	Keshu,u9
Scene_1	11	0:00:30.370000	0:00:01.480000	हे भगवान अकु बाई! क्यूं?	non-humor	Koki,u10
Scene_1	12	0:00:32.170000	0:00:01.400000	कोकी, तुम्हें पता नहीं है।	non-humor	Keshu,u11
Scene_1	13a	0:00:33.690000	0:00:01.350000	बचपन में जब मैं छोटा था ..	humor	Keshu,u11
Scene_1	13b	0:00:35.090000	0:00:00.600000	क्या?	humor	Koki,u13a
Scene_1	14	0:00:36.210000	0:00:01.640000	अरे मतलब, जब मैं छोटा था।	non-humor	Keshu,u13b
