Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1a	0:00:09.570000	0:00:01.286154	केशू, मैं बहुत परेशान हो गई हूं।	humor	Koki,u-
Scene_1	1b	0:00:10.906154	0:00:02.463846	क्या हुआ, कोकी जी? क्या हुआ	humor	Dilruba,u1a
Scene_1	2	0:00:13.850000	0:00:02.040000	लो प्रकट हो गया मेरा सब्सचीच्यूट।	humor	Keshu,u1b
Scene_1	3	0:00:16.530000	0:00:03.480000	कोकी, मुझे ये नहीं समझ में आता है कि इसे पता कैसे चल जाता है कि तुम परेशान हो।	humor	Keshu,u1b
Scene_1	4	0:00:20.730000	0:00:01.280000	चुप रहो केशू।	non-humor	Koki,u3
Scene_1	5	0:00:23.130000	0:00:02.640000	दिलरुबा जी, आप की नजर में कोई काम वाली बाई है क्या?	non-humor	Koki,u3
Scene_1	6	0:00:25.970000	0:00:02.120000	नहीं नहीं, मैं काम वाली बाइयों पर नजर नहीं रखता हूं।	humor	Dilruba,u5
Scene_1	7a	0:00:28.130000	0:00:00.573333	नैचूर्लि ..	non-humor	Keshu,u6
Scene_1	7b	0:00:28.753333	0:00:01.096667	वाट डू यू मीन?	non-humor	Dilruba,u7a
Scene_1	8	0:00:30.530000	0:00:01.680000	बाइदवे, कोकी जी प्रॉबलेम क्या है?	non-humor	Dilruba,u7a
Scene_1	9	0:00:32.290000	0:00:02.160000	मुझे घर के कामों के लिए काम वाली बाई चाहिए।	non-humor	Koki,u8
Scene_1	10a	0:00:35.210000	0:00:00.720000	ओ बस इतना ही?	non-humor	Dilruba,u9
Scene_1	10b	0:00:35.980000	0:00:00.430000	हाँ।	non-humor	Koki,u10a
Scene_1	11	0:00:36.610000	0:00:02.880000	मुझे लगा कि ना ये केकू जी आपको परेशान कर रहे हैं।	humor	Dilruba,u10b
Scene_1	12	0:00:39.530000	0:00:01.760000	हां परेशान तो मैं हूं।	non-humor	Keshu,u11
Scene_1	13a	0:00:41.370000	0:00:00.220000	क्यों?	non-humor	Dilruba,u12
Scene_1	13b	0:00:41.640000	0:00:02.370000	मेरे ऑफिस के जाने के वक्त तुम जो आ गए हो।	non-humor	Keshu,u13a
Scene_1	14	0:00:44.090000	0:00:00.840000	मैं नॉरमलि आपके ऑफिस जाने के बाद ही आता हूं।	non-humor	Dilruba,u13b
Scene_1	15	0:00:44.970000	0:00:01.920000	आज थोड़ा लेट हो गया।	humor	Dilruba,u13b
Scene_1	16	0:00:47.290000	0:00:01.800000	गए नहीं अभी तक?	non-humor	Dilruba,u13b
Scene_1	17	0:00:49.170000	0:00:01.080000	शट अप।	non-humor	Keshu,u16
Scene_1	18	0:00:50.290000	0:00:02.920000	कोकी .. काम वाली बाई को घर में रखने की कोई जरुरत नहीं है।	non-humor	Keshu,u16
Scene_1	19	0:00:53.290000	0:00:02.560000	केशू, मैं काम वाली बाई रखूंगी मतलब रखूंगी।	non-humor	Koki,u18
Scene_1	20	0:00:56.010000	0:00:02.320000	अरे घर का काम करने से औरते फिट रहती हैं।	non-humor	Keshu,u19
Scene_1	21a	0:00:58.370000	0:00:00.816000	चुप रहो तुम।	non-humor	Koki,u20
Scene_1	21b	0:00:59.236000	0:00:01.854000	ठीक है, तुम्हें जो करना है करो।	non-humor	Keshu,u21a
Scene_1	22	0:01:01.130000	0:00:01.040000	मैं ऑफिस जा रहा हूं।	non-humor	Keshu,u21a
Scene_1	23a	0:01:03.330000	0:00:00.592000	चलिए, दिलरुबा जी।	non-humor	Keshu,u21a
Scene_1	23b	0:01:03.972000	0:00:00.838000	मैं क्यों?	humor	Dilruba,u23a
Scene_1	24	0:01:05.850000	0:00:03.800000	कोई भी समझदार पति अपनी रूठी हुई बीवी को पड़ोसी के हवाले  छोड़ कर नहीं जाता।	humor	Keshu,u23b
Scene_1	25a	0:01:09.730000	0:00:00.576000	चलो।	non-humor	Keshu,u23b
Scene_1	25b	0:01:10.356000	0:00:01.294000	लेकिन..	non-humor	Dilruba,u25a
Scene_1	26	0:01:11.730000	0:00:02.160000	मैं पड़ोसी कहां हूं। मैं तो घर का ही हूं ना।	humor	Dilruba,u25a
Scene_1	27a	0:01:13.930000	0:00:00.579429	हां तो घर चलो।	non-humor	Keshu,u26
Scene_1	27b	0:01:14.559429	0:00:00.930571	कोकी कोकी ।।	non-humor	Pinki,u-ab
Scene_1	28	0:01:15.530000	0:00:03.440000	अरे आओ आओ पिंकू अच्छा हुआ तुम आ गई।	humor	Keshu,u27
Scene_1	29	0:01:19.010000	0:00:02.320000	वैसे भी कोकी को काम वाली बाई की ही तलास थी।	humor	Keshu,u27
Scene_1	30	0:01:22.090000	0:00:01.280000	जाओ अपना काम करो।	humor	Pinki,u29
Scene_1	31a	0:01:25.770000	0:00:00.672000	केशू ..	non-humor	Koki,u30
Scene_1	31b	0:01:26.492000	0:00:01.518000	कोकी ..।	non-humor	Pinki,u31a
Scene_1	32a	0:01:28.090000	0:00:00.888000	तूझे काम वाली बाई की जरुरत है?	non-humor	Pinki,u31a
Scene_1	32b	0:01:29.028000	0:00:02.022000	हाँ हाँ। तेरी नजर में है कोई?	non-humor	Koki,u32a
Scene_1	33	0:01:31.130000	0:00:03.320000	हां, मेरी काम वाली है ना उसकी  भतीजी है।	non-humor	Pinki,u32b
Scene_1	34	0:01:34.810000	0:00:02.120000	बेचारी का पति ना जेल में है।	humor	Pinki,u32b
Scene_1	35	0:01:37.250000	0:00:01.160000	तब तो अच्छी है ना।	non-humor	Koki,u34
Scene_1	36a	0:01:38.490000	0:00:00.648000	रोज काम पे आएगी वो।	non-humor	Koki,u34
Scene_1	36b	0:01:39.188000	0:00:01.462000	तो भेज दूं उसको ?	non-humor	Pinki,u36a
Scene_1	37a	0:01:40.730000	0:00:00.373333	फौरन।	non-humor	Koki,u36b
Scene_1	37b	0:01:41.153333	0:00:00.696667	ठीक है।	non-humor	Pinki,u37a
Scene_1	38a	0:01:41.930000	0:00:01.540000	मैं भजती हूं मैं अभी जा के भेजती हूं।	non-humor	Koki,u37b
Scene_1	38b	0:01:43.520000	0:00:00.610000	हां।	non-humor	Pinki,u38a
Scene_1	39	0:01:44.210000	0:00:01.240000	हाँ, सुन।	non-humor	Pinki,u38a
Scene_1	40	0:01:45.610000	0:00:02.040000	मैंने सुना है बड़ी खूबसूरत है।	non-humor	Pinki,u38a
Scene_1	41	0:01:47.730000	0:00:01.960000	जरा सम्हल के।	humor	Pinki,u38a
						
Scene_2	42	0:01:53.290000	0:00:02.360000	हां, हेमंत भाई, आ जाउगी।	non-humor	Prema,u-
Scene_2	43	0:01:55.810000	0:00:02.840000	9:00 बजे की शिफ्ट है 11:00 बजे तक पहुंच जाऊंगी।	humor	Prema,u-
Scene_2	44	0:01:59.490000	0:00:01.480000	हाँ हाँ, लंबे बालों वाली विग।	non-humor	Prema,u-
Scene_2	45	0:02:01.010000	0:00:00.920000	याद है।	non-humor	Prema,u-
Scene_2	46	0:02:01.970000	0:00:04.440000	एक तो मैं खुद अपनी पर्सनल विग लेकर आती हूं उपर से आप रोज मुझे कॉल करके याद दिलाते हैं।	non-humor	Prema,u-
Scene_2	47	0:02:06.450000	0:00:01.440000	कहां ना आ रही हूं? बाय।	non-humor	Prema,u-
Scene_2	48	0:02:12.370000	0:00:01.240000	दिल ।।	humor	Prema,u-
Scene_2	49a	0:02:19.010000	0:00:00.915000	कहाँ गए थे?	non-humor	Prema,u-
Scene_2	49b	0:02:19.975000	0:00:01.475000	मैं जरा मारकेट गया था	non-humor	Dilruba,u49a
Scene_2	50	0:02:21.490000	0:00:01.080000	तुम्हारे लिए मस्खा लेने।	non-humor	Dilruba,u49a
Scene_2	51	0:02:22.650000	0:00:01	इतनी देर?	non-humor	Prema,u50
Scene_2	52	0:02:23.690000	0:00:03.960000	हाँ। ऐक्चुअली क्या है ना जाने से पहले थोड़ी देर के लिए केकू जी के घर में झांक गया था।	humor	Dilruba,u51
Scene_2	53	0:02:29.530000	0:00:03.800000	केशू जी के यहा झाकते हुए गए थे या कोकी जी से मिलने गए थे?	non-humor	Prema,u52
Scene_2	54	0:02:33.810000	0:00:04.680000	क्या डॉल, तुम्हें पता है उनके वहां नौकरानी को ले के बहुत बड़ा टेंशन हो गया है!	non-humor	Dilruba,u53
Scene_2	55	0:02:38.530000	0:00:04.360000	अच्चा! तो तुम क्या उनके यहां नौकर की अर्जी लेकर लाइन में खड़े होने गए थे?	humor	Prema,u54
Scene_2	56a	0:02:42.930000	0:00:00.928000	मैं क्यों नौकर बनूंगा?	non-humor	Dilruba,u55
Scene_2	56b	0:02:43.908000	0:00:02.502000	कोकी जी के लिए तो तुम कुछ भी कर सकते हो।	non-humor	Prema,u56a
Scene_2	57	0:02:46.450000	0:00:01.200000	नौकर भी बन सकते हो।	non-humor	Prema,u56a
Scene_2	58	0:02:47.690000	0:00:03	अब तो मुझे लगता है कि मुझे अपने लिए ही नौकरानी ढ़ूढ़नी पड़ेगी।	humor	Prema,u56a
