Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1	0:00:07.670000	0:00:01.560000	मेम साहब से डरती हो?	non-humor	Prema,u-
Scene_1	2	0:00:10.500000	0:00:03.690000	ऐसी कोई बात नहीं है। मैम साहब तो बहुत अच्छी हैं।	non-humor	Dilruba,u1
Scene_1	3	0:00:14.500000	0:00:00.930000	बहुत खूबसूरत है।	non-humor	Dilruba,u1
Scene_1	4	0:00:15.820000	0:00:02.730000	वो साहब ना वो बहुत खड़ूस है बहुत खूसठ है।	non-humor	Dilruba,u1
Scene_1	5	0:00:18.750000	0:00:01.590000	उससे थोड़ा बच के रहना पड़ता है।	non-humor	Dilruba,u1
Scene_1	6a	0:00:20.430000	0:00:02.061857	उन साहब का तो कोई टेंशन नहीं है। उनको तो मैं पटा लुंगी।	humor	Prema,u5
Scene_1	6b	0:00:22.541857	0:00:00.718143	क्या!	humor	Dilruba,u6a
Scene_1	7	0:00:30.340000	0:00:02.890000	कुछ नहीं कुछ नहीं .. तुम जाओ जाओ काम करो अपना।	non-humor	Prema,u6b
Scene_1	8a	0:00:33.260000	0:00:01.083500	ठीक है ..	non-humor	Dilruba,u7
Scene_1	8b	0:00:34.393500	0:00:00.836500	सुनो।	non-humor	Prema,u8a
Scene_1	9a	0:00:35.990000	0:00:00.326000	हाँ?	non-humor	Dilruba,u8b
Scene_1	9b	0:00:36.366000	0:00:01.254000	तुम्हारा नाम क्या है?	non-humor	Prema,u9a
Scene_1	10	0:00:39.150000	0:00:00.960000	पारो।	non-humor	Dilruba,u9b
Scene_1	11	0:00:41.670000	0:00:02.670000	सुनो, तुम्हारा कोई जुड़वां भाई है?	humor	Prema,u10
Scene_1	12	0:00:45.390000	0:00:01.760000	हां, मेरा सात जुड़वा भाई हैं।	non-humor	Dilruba,u11
Scene_1	13	0:00:47.500000	0:00:01.410000	यह एक दुखद कहानी है।	non-humor	Dilruba,u11
Scene_1	14	0:00:49.030000	0:00:02.640000	वे सभी सातों एक बार हेलीकॉप्टर से जा रहे थे।	non-humor	Dilruba,u11
Scene_1	15	0:00:51.750000	0:00:03.110000	मेरे सबसे छोटे भाई को ठंड लगने लगी।	non-humor	Dilruba,u11
Scene_1	16	0:00:54.950000	0:00:00.910000	लिहाजा, उन्होंने पंखा बंद कर दिया	non-humor	Dilruba,u11
Scene_1	17	0:00:55.910000	0:00:02.520000	हेलीकॉप्टर नीचे और सब ऊपर।।	humor	Dilruba,u11
						
Scene_2	18a	0:01:10.950000	0:00:00.240000	गोखले।	non-humor	Keshu,u-
Scene_2	18b	0:01:11.240000	0:00:00.670000	हां बोल ना।	non-humor	Gokhale,u18a
Scene_2	19a	0:01:12.390000	0:00:00.735429	यह पारो है ना ..	non-humor	Keshu,u18b
Scene_2	19b	0:01:13.175429	0:00:00.644571	पारो क्या?	humor	Gokhale,u19a
Scene_2	20a	0:01:14.990000	0:00:00.574000	उसने मेरा जीना ..	humor	Keshu,u19b
Scene_2	20b	0:01:15.614000	0:00:00.606000	जीना क्या?	humor	Gokhale,u20a
Scene_2	21a	0:01:17.310000	0:00:00.443333	बोलने देगा?	humor	Keshu,u20b
Scene_2	21b	0:01:17.803333	0:00:00.456667	बोलना।	humor	Gokhale,u21a
Scene_2	22a	0:01:18.790000	0:00:00.512000	नहीं बोलना।	non-humor	Keshu,u21b
Scene_2	22b	0:01:19.352000	0:00:00.718000	क्या नहीं बोलना?	non-humor	Gokhale,u22a
Scene_2	23	0:01:20.340000	0:00:02.250000	अरे पारो ने मेरे जीना हराम कर दिया दिया, गोखले।	non-humor	Keshu,u22b
Scene_2	24	0:01:22.710000	0:00:02.070000	पता है, कल संडे था संडे।	humor	Keshu,u22b
Scene_2	25	0:01:24.950000	0:00:02.390000	सोचा एक बार प्रेमा जी का दिदार कर लूं।	non-humor	Keshu,u22b
Scene_2	26	0:01:27.670000	0:00:02.240000	फोन पर उनकी मधुर आवाज सुनू।	non-humor	Keshu,u22b
Scene_2	27	0:01:29.950000	0:00:02.160000	लेकिन नहीं! वह भद्दी भैंस, पारो की बच्ची	humor	Keshu,u22b
Scene_2	28	0:01:32.590000	0:00:03.200000	पुरा दिन मेरे आगे पीछे घूम रही थी!	humor	Keshu,u22b
Scene_2	29a	0:01:36.470000	0:00:01.410667	सिंपल है, उसको नौकरी से निकाल दे।	non-humor	Gokhale,u28
Scene_2	29b	0:01:37.930667	0:00:02.219333	अरे नही निकाल सकता भाई।	non-humor	Keshu,u29a
Scene_2	30	0:01:40.310000	0:00:01.840000	अरे कोकी के साथ ऐसी घुल मिल गई है	non-humor	Keshu,u29a
Scene_2	31	0:01:42.230000	0:00:02.480000	अगर जबरजस्ती निकाल दिया ना, तो घर के सारे काम मुझे करने पड़ेंगे।	non-humor	Keshu,u29a
Scene_2	32	0:01:44.750000	0:00:01.720000	मैं तो करुंगा नहीं, फिर तूझे करना पड़ेगा।	humor	Keshu,u29a
Scene_2	33	0:01:47.390000	0:00:03.950000	रीज़न चाहिए, गोखले। सौलिड रीज़न।	non-humor	Keshu,u29a
Scene_2	34a	0:01:52.550000	0:00:00.239167	रीज़न!	non-humor	Keshu,u29a
Scene_2	34b	0:01:52.839167	0:00:02.580833	तू एक काम कर उसके सौहर को जा के मिल ले।	non-humor	Gokhale,u34a
Scene_2	35a	0:01:55.470000	0:00:00.981750	उसके लिए जेल जाना पड़ेगा।	humor	Keshu,u34b
Scene_2	35b	0:01:56.501750	0:00:01.278250	जेल! जेल क्यों?	non-humor	Gokhale,u35a
Scene_2	36	0:01:58.110000	0:00:02.230000	अरे उसका सौहर पांच साल से जेल में बंद पड़ा हैं।	non-humor	Keshu,u35b
Scene_2	37	0:02:01.030000	0:00:01.470000	अरे यार!	non-humor	Gokhale,u36
Scene_2	38a	0:02:03.590000	0:00:02.003636	फिर तो और भी सिंपल हो गया। आइडिया।	non-humor	Gokhale,u36
Scene_2	38b	0:02:05.643636	0:00:01.746364	बोल बोल बोल।	non-humor	Keshu,u38a
Scene_2	39	0:02:07.500000	0:00:02.090000	मैं आज शाम को तेरे घर आता हूं पारो का पति बन के	non-humor	Gokhale,u39
Scene_2	40	0:02:09.620000	0:00:01.080000	और पारो को ले जाता हूं।	humor	Gokhale,u39
Scene_2	41	0:02:14.620000	0:00:02.050000	गाल किधर है, गोखले तेरा गाल किधर है?	humor	Keshu,u40
Scene_2	42	0:02:19.030000	0:00:01.880000	तू उसका पति बन के आएगा वो तूझे पहचानेगी नहीं?	non-humor	Keshu,u40
Scene_2	43a	0:02:20.950000	0:00:01.732500	उसने मुझे कहां देखा है रे ।	humor	Gokhale,u42
Scene_2	43b	0:02:22.732500	0:00:02.177500	लेकिन उसने उसके पति को देखा है ना रे!	humor	Keshu,u43a
Scene_2	44	0:02:25.030000	0:00:02.080000	अरे रे।	humor	Gokhale,u43b
Scene_2	45	0:02:27.430000	0:00:02.320000	ये तेरे साथ रह रह के मेरे आइडियास की फैक्ट्री	humor	Gokhale,u43b
Scene_2	46a	0:02:30.230000	0:00:00.764000	ऐ काई रे!	non-humor	Keshu,u45
Scene_2	46b	0:02:31.044000	0:00:01.096000	वो छोड़।	non-humor	Gokhale,u46a
Scene_2	47	0:02:32.190000	0:00:03.720000	सुन। पांच साल में एक इंसान की सकल इतनी बदल जाती है।	non-humor	Gokhale,u46a
Scene_2	48	0:02:35.990000	0:00:02.240000	और ये जेल में तो दाढ़ी वाढ़ी आ ही जाती है।	humor	Gokhale,u46a
Scene_2	49	0:02:39.860000	0:00:02.250000	ये परफेक्ट आइडिया है!	non-humor	Keshu,u48
Scene_2	50	0:02:42.620000	0:00:02.640000	लेकिन सोच ले, गोखले। सोच ले।	non-humor	Keshu,u48
Scene_2	51	0:02:45.340000	0:00:02.360000	एक बार मेरे घर से निकल जाने के बाद, वो तेरे गले पड़ गई ना	humor	Keshu,u48
Scene_2	52	0:02:47.750000	0:00:01.400000	तो मैं  ..	non-humor	Keshu,u48
Scene_2	53	0:02:49.670000	0:00:04.120000	वैसे भी, वह एकदम गले पड़ू औरत है। दबोच लेगी कस के।	non-humor	Keshu,u48
Scene_2	54	0:02:54.750000	0:00:03.200000	तू टेंशन मत ले। एक बार उसको घर के बाहर ले जाउंगा	non-humor	Gokhale,u53
Scene_2	55	0:02:57.990000	0:00:05.320000	उसको धमकाउंगा वापस इधर दिखी तो तेरा भेजा फोड़ के फ्राइ करके खा जाउंगा।	non-humor	Gokhale,u53
Scene_2	57	0:03:03.340000	0:00:01.610000	ससमझी क्या!	humor	Gokhale,u53
Scene_2	58	0:03:05.710000	0:00:01.550000	ऐ, गोखले।	non-humor	Keshu,u57
Scene_2	59	0:03:07.990000	0:00:02.270000	एक बार उसका चेहरा देख लेगा ना,	non-humor	Keshu,u57
Scene_2	60	0:03:10.990000	0:00:03.240000	तो तेरा खोपड़ी बिना खुले खुद ब खुद फ्राई हो जाएगा।	humor	Keshu,u57
						
Scene_3	61	0:03:32.150000	0:00:02.560000	पारो! पारो क्यों डरा रही हो?	non-humor	Koki,u-
Scene_3	62	0:03:34.990000	0:00:02.400000	अरे कुछ नहीं वो, मैडम। पुरा काम कर लिया।	non-humor	Dilruba,u61
Scene_3	63	0:03:37.550000	0:00:02.880000	झाड़ु, पोछा, गटका, खाना, सब कुछ मैंने बना लिया।	non-humor	Dilruba,u61
Scene_3	64	0:03:41.260000	0:00:01.080000	ये लो।	non-humor	Dilruba,u61
Scene_3	65	0:03:43.430000	0:00:01.760000	थैंक्यू। तुम कितनी अच्छी हो, पारो।	non-humor	Koki,u64
Scene_3	66	0:03:45.860000	0:00:01.930000	हमेशा दूर से तारीफ करती हो?	non-humor	Dilruba,u65
Scene_3	67a	0:03:47.820000	0:00:01.809000	कभी नजदीक बुला के तारीफ करो ना	humor	Dilruba,u65
Scene_3	67b	0:03:49.679000	0:00:00.821000	आं?	humor	Koki,u67a
Scene_3	68a	0:03:51.750000	0:00:00.333000	यहाँ आओ।	non-humor	Koki,u67a
Scene_3	68b	0:03:52.133000	0:00:00.727000	हां ।	non-humor	Dilruba,u68a
Scene_3	69a	0:03:53.340000	0:00:00.576000	अग माजी गुड़ी गुड़ी	humor	Koki,u68b
Scene_3	69b	0:03:53.966000	0:00:01.294000	और और एक बार!	humor	Dilruba,u69a
Scene_3	70	0:03:55.430000	0:00:02.280000	अग गुड़ी गुड़ माजी -और एक बार।	humor	Koki,u69b
Scene_3	71a	0:03:57.750000	0:00:00.857143	और एक बार	humor	Koki,u70
Scene_3	71b	0:03:58.657143	0:00:01.092857	अग गुड़ी गुड़ माजी!	humor	Dilruba,u71a
Scene_3	72a	0:03:59.860000	0:00:00.857143	और एक बार	humor	Koki,u71b
Scene_3	72b	0:04:00.767143	0:00:01.092857	अग गुड़ी गुड़ माजी!	humor	Dilruba,u72a
Scene_3	73	0:04:01.910000	0:00:02.430000	अग गुड़ी गुड़ !	non-humor	Koki,u72b
Scene_3	74a	0:04:05.310000	0:00:01.204500	ये कब आ गया पाजी ?	humor	Dilruba,u73
Scene_3	74b	0:04:06.564500	0:00:00.935500	क्या कहां?	non-humor	Keshu,u74a
Scene_3	75	0:04:07.550000	0:00:02.040000	मैं बोल रही थी, कहां से आ गया साहब जी।	humor	Dilruba,u74b
Scene_3	76	0:04:10.860000	0:00:01.450000	कौन सा खेल खेल रहे थे, कोकी?	non-humor	Keshu,u75
Scene_3	77	0:04:12.590000	0:00:02.320000	गुड़ी गुड़ी माचा आ गया मजा!	humor	Dilruba,u76
Scene_3	78a	0:04:16.340000	0:00:01.444286	मैं इसकी तारीफ कर रही थी।	non-humor	Koki,u76
Scene_3	78b	0:04:17.834286	0:00:01.875714	ये कौन सा तरीका है तारीफ करने का?	non-humor	Keshu,u78a
Scene_3	79	0:04:19.910000	0:00:02.200000	अच्छा हुआ किसी मर्द को काम पर नहीं रखा तुमने।	humor	Keshu,u78a
Scene_3	80	0:04:22.310000	0:00:02.030000	केशू, केशू तुम्हें पता है आज क्या हुआ?	non-humor	Koki,u79
Scene_3	81a	0:04:24.430000	0:00:00.500000	क्या हुआ?	non-humor	Keshu,u80
Scene_3	81b	0:04:24.980000	0:00:01.450000	मैं फिसल के गिर गई थी।	non-humor	Koki,u81a
Scene_3	82a	0:04:26.500000	0:00:00.708000	वाह!	humor	Keshu,u81b
Scene_3	82b	0:04:27.258000	0:00:01.602000	क्या?	non-humor	Koki,u82a
Scene_3	83	0:04:28.950000	0:00:03.240000	पारो ने मुझे एकदम फूल की तरह उठाया  फूल की तरह कुर्सी पर रखा।	non-humor	Koki,u82a
Scene_3	84	0:04:32.230000	0:00:03.880000	इसने तुम्हें फूल की तरह उठा कर तुम्हें फूल की तरह कुर्सी पर रख दिया!	non-humor	Keshu,u83
Scene_3	85	0:04:36.150000	0:00:01.190000	तुम्हें!	non-humor	Keshu,u83
Scene_3	86	0:04:37.550000	0:00:01.640000	फिर तो इसे ओलंपिक्स में जाना चाहिए।	humor	Keshu,u83
Scene_3	87a	0:04:39.230000	0:00:00.450000	क्यों?	non-humor	Koki,u86
Scene_3	87b	0:04:39.730000	0:00:01.300000	ये वेटलिफ्टिंग नहीं	humor	Keshu,u87a
Scene_3	88	0:04:41.070000	0:00:02.240000	हैवी वेटलिफ्टिंग में मेडल जीत के आएगी ये।	humor	Keshu,u87a
Scene_3	89	0:04:43.340000	0:00:03.850000	केशू! खबरदार जो मेरे पारो के बारे में कुछ उलटा सीधा बोला तो!	non-humor	Koki,u88
Scene_3	90	0:04:48.110000	0:00:03.360000	ये जब से आई है ना, मुझे इतना आराम है इतना आराम है।	non-humor	Koki,u88
Scene_3	91	0:04:51.550000	0:00:01.880000	हा! लेकिन अभी इसके जाने का टाइम आ गया है।	humor	Keshu,u90
Scene_3	92a	0:04:53.670000	0:00:00.291429	क्यों?	non-humor	Koki,u91
Scene_3	92b	0:04:54.011429	0:00:01.698571	इसका पति जेल से छूट कर	non-humor	Keshu,u92a
Scene_3	93a	0:04:55.750000	0:00:00.817714	इसे लेने आ रहा है।	non-humor	Keshu,u92a
Scene_3	93b	0:04:56.617714	0:00:00.722286	अकु बाई!	non-humor	Koki,u93a
Scene_3	94	0:04:58.820000	0:00:02.290000	मेरा पति .. कौन पति ।।	humor	Dilruba,u93b
Scene_3	95	0:05:01.260000	0:00:02.850000	मैडम, मैं तुम दोनो को छोड़ कर कहीं नहीं जाउंगी।	non-humor	Dilruba,u93b
Scene_3	96	0:05:04.150000	0:00:03.950000	अरे मुझे बचाओ। वो बहुत मारता है। वो बहुत डेंजर आदमी है।	non-humor	Dilruba,u93b
Scene_3	97	0:05:08.150000	0:00:02.830000	हां, मैं तुम्हें जाने नहीं दूंगी।	non-humor	Koki,u96
Scene_3	98	0:05:11.110000	0:00:02.510000	तुम जाओगी तो मुझे कितना भारी पड़ेगा। चलो अन्दर चले..	humor	Koki,u96
Scene_3	99a	0:05:13.670000	0:00:00.781818	चलो चलते हैं ..	non-humor	Dilruba,u98
Scene_3	99b	0:05:14.501818	0:00:01.318182	चलो खाना बनाने की तैयारी करते हैं।	non-humor	Koki,u99a
