Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1	0:00:55.750000	0:00:01.400000	सर!	non-humor	Gokhale,u-
Scene_1	2	0:00:57.670000	0:00:03.680000	मैं प्रेमा शालिनी के बारे में सोचता तक नहीं हूं।	non-humor	Gokhale,u-
Scene_1	3	0:01:01.430000	0:00:01.680000	जानता हूं मैं।	non-humor	Keshu's boss,u2
Scene_1	4	0:01:03.270000	0:00:03.400000	पर ये थर्ड क्लास कुलकर्णी को सोचने में मदद तो करते हो!	humor	Keshu's boss,u2
Scene_1	5	0:01:08.510000	0:00:03.360000	सर! आप मुझपे गलत इलजाम लगा रहे हैं, सर!	humor	Gokhale,u4
Scene_1	6	0:01:13.150000	0:00:04.320000	सर सर सर .. गोखले को गुस्सा आ रहा है। आप यहा से चले जाइए, सर।	non-humor	Keshu,u5
Scene_1	7	0:01:17.550000	0:00:01.480000	मैं मैं मैं क्यों जाऊं?	non-humor	Keshu's boss,u6
Scene_1	8	0:01:19.070000	0:00:02.360000	इसे कहो बाहर जा कर अपने टेबल पर जाकर बैठे।	non-humor	Keshu's boss,u6
Scene_1	9	0:01:21.510000	0:00:02.200000	और इत्ता ही गुस्सा आ रहा है, तो ठंडा पानी पीले।	non-humor	Keshu's boss,u6
Scene_1	10	0:01:23.790000	0:00:04.560000	अगर मुझे गुस्सा आ गया ना, तो इसका क्या बनेगा तुम्हें पता नहीं है!	non-humor	Keshu's boss,u6
Scene_1	11a	0:01:28.630000	0:00:00.936000	क्या बनेगा, सर?	non-humor	Keshu,u10
Scene_1	11b	0:01:29.616000	0:00:02.134000	बैगन का भर्ता!	humor	Keshu's boss,u11a
Scene_1	12	0:01:45.030000	0:00:01.640000	वन! टू! थ्री!	humor	Keshu,u11b
Scene_1	13	0:01:50.590000	0:00:02.640000	बॉस की टाई मेरे मुँह में कैसे आई?	humor	Gokhale,u12
Scene_1	14a	0:01:53.310000	0:00:00.672000	तुने खुद खाई।	humor	Keshu,u13
Scene_1	14b	0:01:54.032000	0:00:01.518000	ओ माई माई!	humor	Gokhale,u14a
Scene_1	15a	0:01:56.270000	0:00:01.136000	मैंने कुछ किया तो, नही ना?	humor	Gokhale,u14a
Scene_1	15b	0:01:57.456000	0:00:01.654000	थोड़ा सा गोलगप्पा खाया।	humor	Keshu,u15a
Scene_1	16a	0:01:59.150000	0:00:00.408000	आय?	non-humor	Gokhale,u15b
Scene_1	16b	0:01:59.608000	0:00:01.582000	बॉस को काट खाया।	humor	Keshu,u16a
Scene_1	17	0:02:02.070000	0:00:02.520000	लगता है गोखले, तुझ पर थोड़ा सा असर बाकी हैं।	non-humor	Keshu,u16a
Scene_1	18	0:02:04.790000	0:00:03.840000	देख तू फिकर मत कर फिकर मत कर .. बॉस का वन टू थ्री हम कर डालेंगे। आं?	humor	Keshu,u16a
Scene_1	19a	0:02:09.070000	0:00:01.377000	जा बॉस को टाई दे के आ।	non-humor	Keshu,u16a
Scene_1	19b	0:02:10.497000	0:00:00.613000	हट!	non-humor	Gokhale,u19a
Scene_1	20	0:02:12.350000	0:00:03.320000	अरे पागल है गोखले? बॉस तो जानवरों से प्यार करते हैं। जा!	humor	Keshu,u19b
Scene_1	21	0:02:22.710000	0:00:01.920000	स्मार्ट बॉय!	non-humor	Gokhale,u20
						
Scene_2	22	0:02:25.220000	0:00:02.130000	चिंटू, जरा प्याज ले के आना बेटा!	non-humor	Koki,u-
Scene_2	23	0:02:29.160000	0:00:01.990000	मम्मी, मुझे नानी के घर जाना है।	humor	Chintu,u22
Scene_2	24	0:02:33.760000	0:00:03.390000	चिंटू, कल से कम से कम 100 बार मैंने तुम्हें समझाया है कि हम	non-humor	Koki,u23
Scene_2	25	0:02:37.710000	0:00:02.500000	गर्मियों की छुट्टियों में नानी के घर जाएंगे। अब, सू।	non-humor	Koki,u23
Scene_2	26	0:02:40.830000	0:00:02.110000	लेकिन गर्मियों की छुट्टियों में क्यूं?	non-humor	Chintu,u25
Scene_2	27	0:02:43.040000	0:00:02.850000	क्योंकि तभी तुम्हें आम खाने मिलेंगे, बेटा।	non-humor	Koki,u26
Scene_2	28	0:02:46.770000	0:00:01.710000	मम्मी, मुझे चीकू भी चलेगा	humor	Chintu,u27
Scene_2	29	0:02:48.790000	0:00:02.040000	लेकिन मुझे नानी के घर अभी जाना है!	non-humor	Chintu,u27
Scene_2	30	0:02:50.950000	0:00:02.200000	देखो, कल तक, मेरा सिर्फ मुंह चल रहा था।	non-humor	Koki,u29
Scene_2	31	0:02:53.500000	0:00:01.980000	आज मेरे हाथ चलने शुरु हो जाएंगे!	humor	Koki,u29
Scene_2	32	0:02:55.850000	0:00:01.420000	ऐसे लगाउंगी ना नानी याद आ जाएगी!	non-humor	Koki,u29
Scene_2	33	0:02:57.910000	0:00:02.190000	नानी की याद आ रही है तभी तो नानी के घर जाना है!	humor	Chintu,u32
Scene_2	34	0:03:00.210000	0:00:00.900000	अरु उठु का!	humor	Koki,u33
						
Scene_3	35a	0:03:10.780000	0:00:01.080000	अरे! दिलरुबा जी, आप!	non-humor	Keshu,u-
Scene_3	35b	0:03:11.910000	0:00:01.570000	हां, मैं भी यहीं रहता हूं।	humor	Dilruba,u35a
Scene_3	36	0:03:15.090000	0:00:00.760000	आप कहीं जा रहे थे?	non-humor	Keshu,u35b
Scene_3	37	0:03:15.850000	0:00:02.060000	हां, मैं डॉल के शूटिंग तक जा के आता हू।	non-humor	Dilruba,u36
Scene_3	38a	0:03:19.210000	0:00:00.594286	आप चलेंगे मेरे साथ?	non-humor	Dilruba,u36
Scene_3	38b	0:03:19.854286	0:00:01.435714	नहीं, मैं जरा बिजी हो तो जाके आता हु हूं।	non-humor	Keshu,u38a
Scene_3	39	0:03:21.890000	0:00:04	ओह, यकमाल है! वैसे तो, तुम बिन बुलाए शूटिंग पर पहुच जाते हो।	humor	Dilruba,u38b
Scene_3	40	0:03:26.010000	0:00:02.870000	लेकिन जब मैं बुला रहा हूं, तो मैं बिजी हूं।	non-humor	Dilruba,u38b
Scene_3	41	0:03:29.220000	0:00:02.920000	दिलरुबा जी, आपके पास थोड़ा टाइम है टाइम?	non-humor	Keshu,u40
Scene_3	42	0:03:32.780000	0:00:02.880000	मेरे पास टाइम और डॉल के सिवा और है ही क्या?	humor	Dilruba,u41
Scene_3	43	0:03:35.930000	0:00:04.160000	तो आप जरा प्लीज मुझे बताएँगे की ये घड़ी में टाइम क्या हुआ है।	non-humor	Keshu,u42
Scene_3	44	0:03:40.180000	0:00:00.770000	इस घडी में?- हां।	humor	Dilruba,u43
Scene_3	45	0:03:43.420000	0:00:02.180000	आप मुझे शिंदी लगा रहे है... ये घडी कहा है, ये तो गाड़ी है।	humor	Dilruba,u44
Scene_3	46	0:03:46.030000	0:00:02.990000	आप देखते रहिए देखते रहिए, आपको थोड़ी देर के बाद घडी नज़र आएगी।	humor	Keshu,u45
Scene_3	47a	0:03:50.780000	0:00:00.905714	देखते रहिए	non-humor	Keshu,u45
Scene_3	47b	0:03:51.735714	0:00:02.214286	या या ये घडी है।	humor	Dilruba,u47a
Scene_3	48	0:03:54.010000	0:00:03.080000	इम्पोर्टेड है, कहा से ली, कितने की है?	non-humor	Dilruba,u47a
Scene_3	49	0:03:57.260000	0:00:02.850000	दिलरुबा जी आपकी आँखें भरी हो रही हैं।	humor	Keshu,u48
Scene_3	50	0:04:03.570000	0:00:01.530000	आप बैठ गए हैं।	non-humor	Keshu,u48
Scene_3	51	0:04:07.540000	0:00:02.480000	अब आप सो गए हैं।	humor	Keshu,u48
Scene_3	52	0:04:15.340000	0:00:03.520000	दिलरुबा जी, अब मेरी बात ध्यान से सुनिए।	non-humor	Keshu,u48
Scene_3	53	0:04:20.100000	0:00:02.120000	आप वही करेंगे जो मैं कहुंगा।।	humor	Keshu,u48
Scene_3	54	0:04:23.340000	0:00:02.400000	आप प्रेमा जी की शूटिंग पर जाएंगे।	non-humor	Keshu,u48
Scene_3	55	0:04:27.220000	0:00:03.680000	वहां जैसे ही डायरेक्टर, 'स्टार्ट साउंड' बोलेगा	non-humor	Keshu,u48
Scene_3	56	0:04:30.940000	0:00:01.720000	आप चार्ज्ड अप हो जाएंगे!	humor	Keshu,u48
Scene_3	57	0:04:35.660000	0:00:01.200000	गुड गुड गुड गुड..	non-humor	Keshu,u48
Scene_3	58	0:04:37.140000	0:00:02.280000	जैसे ही डायरेक्टर कहेगा, 'रोल कैमरा'	non-humor	Keshu,u48
Scene_3	59	0:04:39.500000	0:00:01.680000	आप पोजीशन ले लेंगे।	humor	Keshu,u48
Scene_3	60	0:04:45.980000	0:00:01.440000	फाइट सिकवेंस की पोजिशन।	humor	Keshu,u48
Scene_3	61	0:04:51.460000	0:00:02.840000	और जैसे हीडायरेक्टर कहेगा, 'एक्शन'	non-humor	Keshu,u48
Scene_3	62	0:04:54.460000	0:00:02.600000	आप फ्रीस्टाइल बॉक्सर बन जाएंगे।	humor	Keshu,u48
Scene_3	63	0:05:01.380000	0:00:03.240000	जब तक आप कट इट कट इट कट इट, नही सुनते..'	non-humor	Keshu,u48
Scene_3	64	0:05:04.660000	0:00:03	आतब तक डायरेक्टर को मारते रहेंगे मारते रहेंगे मारते रहेंगे!	non-humor	Keshu,u48
Scene_3	65	0:05:07.820000	0:00:03.240000	कट इट, सुनते ही आप नॉरमल हो जाएंगे।	non-humor	Keshu,u48
Scene_3	66	0:05:12.140000	0:00:02.600000	वन। टू। थ्री।	non-humor	Keshu,u48
Scene_3	67	0:05:17.620000	0:00:03.120000	अरे .. मैं यहाँ कैसे बैठ गया?	non-humor	Dilruba,u66
Scene_3	68	0:05:22.780000	0:00:03.840000	ओ गॉड! मैं कहाँ जा रहा था?	non-humor	Dilruba,u66
Scene_3	69	0:05:26.700000	0:00:02.240000	प्रेमा जी के शूटिंग में। मैं बिजी हूँ।	humor	Keshu,u68
Scene_3	70	0:05:29.020000	0:00:04.880000	ओ या! मिस्टर बिजी! आई एम इजी हु! हां, बाय बाय..	non-humor	Dilruba,u69
Scene_3	71	0:05:34.900000	0:00:02.240000	दिलरुबा जी! एक्शन।	non-humor	Keshu,u70
Scene_3	72	0:05:40.020000	0:00:02.360000	कट इट! एक्शन!	humor	Keshu,u70
Scene_3	73	0:05:44.460000	0:00:00.880000	कट !	humor	Keshu,u70
Scene_3	74a	0:05:47.100000	0:00:00.586667	बाय!	non-humor	Keshu,u70
Scene_3	74b	0:05:47.736667	0:00:02.883333	बाय बाय, मिस्टर बिजी ।।	humor	Dilruba,u74a
Scene_3	75	0:05:54.780000	0:00:02.680000	दिलरुबा का बच्चा तो गया, काम से!	non-humor	Keshu,u74b
						
Scene_4	76a	0:06:02.980000	0:00:01.920000	कोकी कोकी कोकी ..	non-humor	Pinki,u-
Scene_4	76b	0:06:04.950000	0:00:02.830000	अकू बाई! क्या हुआ, पी ।।	non-humor	Koki,u76a
Scene_4	77	0:06:09.020000	0:00:03.240000	मेरे नाम से मुझे मत बुलाना! मत बुलाना!	humor	Pinki,u76b
Scene_4	78	0:06:12.340000	0:00:02.520000	मैं नाचते नाचते ना थक गई हूँ! अब और नहीं होगा।	non-humor	Pinki,u76b
Scene_4	79	0:06:14.900000	0:00:03.560000	कल से इतना नाच क्यों रही है?	non-humor	Koki,u78
Scene_4	80	0:06:18.500000	0:00:04.080000	हाय रब्बा! मुझे भी नहीं पता मैं क्यों नाच रही हूं इतना!	non-humor	Pinki,u79
Scene_4	81a	0:06:22.900000	0:00:01.200000	याद करने की कोशिश कर।	non-humor	Koki,u80
Scene_4	81b	0:06:24.150000	0:00:02.750000	सब कुछ याद कर लिया	non-humor	Pinki,u81a
