Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1	0:00:42.020000	0:00:03.360000	पिता जी.. पिता जी..पिता जी.. डैडी.. डैडी	non-humor	Dilruba,u-
Scene_1	2	0:00:45.420000	0:00:03.480000	अरे बाप रे! कितने साल हुए आप को देखे।	humor	Dilruba,u-
Scene_1	3	0:00:50.780000	0:00:01.800000	मुझे आपकी बहुत याद आती रही।	non-humor	Dilruba,u-
Scene_1	4a	0:00:52.620000	0:00:02.809333	और आपकी याद में मैं रोता रहा रोता रहा रोता रहा।	humor	Dilruba,u-
Scene_1	4b	0:00:55.479333	0:00:01.060667	अरे	humor	Dilruba's father,u5a
Scene_1	5	0:00:57.260000	0:00:01.080000	ओय छोरे।	non-humor	Dilruba's father,u5a
Scene_1	6	0:00:58.460000	0:00:01.440000	किससे मिलने आया है तू?	non-humor	Dilruba's father,u5a
Scene_1	7	0:01:00.020000	0:00:00.920000	डैडी..	non-humor	Dilruba,u6
Scene_1	8	0:01:01.260000	0:00:01.520000	मैं आपसे मिलने आया हूं।	non-humor	Dilruba,u6
Scene_1	9	0:01:02.820000	0:00:00.880000	डैडी?	non-humor	Dilruba's father,u8
Scene_1	10	0:01:03.740000	0:00:01.880000	अरे पर मारा तो कोई छोरा ही ना सै।	humor	Dilruba's father,u8
Scene_1	11	0:01:05.820000	0:00:01.600000	डैडी, याद करो ।।	non-humor	Dilruba,u10
Scene_1	12	0:01:07.780000	0:00:02.640000	चालीस साल पहले, आपका एक बेटा था।	non-humor	Dilruba,u10
Scene_1	13	0:01:11.220000	0:00:00.960000	गोपी।	humor	Dilruba,u10
Scene_1	14	0:01:13.500000	0:00:00.960000	गोपी?	non-humor	Dilruba's father,u13
Scene_1	15	0:01:14.700000	0:00:01.120000	ओह, गोपी!	non-humor	Dilruba's father,u13
Scene_1	16	0:01:15.860000	0:00:02.640000	अरे वो तो छोटुमल मोटुमल का छोरा सै।	humor	Dilruba's father,u13
Scene_1	17	0:01:18.740000	0:00:01.560000	आप छोटूमल मोटुमल नहीं हो?	non-humor	Dilruba,u16
Scene_1	18	0:01:20.340000	0:00:01.560000	छोटूमल मोटुमल तो बाहर गया सै।	non-humor	Dilruba's father,u17
Scene_1	19	0:01:22.420000	0:00:02.240000	देखा देखा .. मैंने कहा था ना	non-humor	Dilruba,u18
Scene_1	20	0:01:24.700000	0:00:02.720000	कि मैं मजाक नहीं कर रहा हूं। प्रूफ आ गया ना प्रूफ आ गया ना?	non-humor	Dilruba,u18
Scene_1	21	0:01:27.620000	0:00:01.560000	ऐ छोरे, एक मिनट।	non-humor	Dilruba's father,u20
Scene_1	22	0:01:29.780000	0:00:01.760000	पर थारी तारीफ के है?	non-humor	Dilruba's father,u20
Scene_1	23	0:01:31.780000	0:00:00.960000	ओ ये ?	non-humor	Prema,u22
Scene_1	24	0:01:32.980000	0:00:03.360000	ये छोटूमल मोटुमल के पिछले जन्म के कपूत है।	humor	Prema,u22
Scene_1	26	0:01:36.700000	0:00:01.440000	सपूत?- सपूत?	non-humor	Dilruba,u24
Scene_1	27a	0:01:38.860000	0:00:00.520000	गोपी।	non-humor	Dilruba,u26
Scene_1	27b	0:01:39.430000	0:00:00.990000	ऐ छोरे!	non-humor	Dilruba's father,u27a
Scene_1	28	0:01:40.620000	0:00:02.720000	थारे पास कोई सबूत सै कि तू ही गोपी हैं?	non-humor	Dilruba's father,u27a
Scene_1	29	0:01:43.380000	0:00:01.160000	हां, है ना सबूत है ना।	non-humor	Dilruba,u28
Scene_1	30	0:01:45.300000	0:00:03.120000	गोपी का एक लड़की के साथ टाका भिड़ गया था था।	humor	Dilruba,u28
Scene_1	31a	0:01:49.780000	0:00:00.706667	गौरी!	non-humor	Dilruba's father,u30
Scene_1	31b	0:01:50.536667	0:00:01.363333	हां, गौरी।	non-humor	Dilruba,u31a
Scene_1	32	0:01:52.380000	0:00:02.360000	उसका बाप था बिरजू पहलवान।	non-humor	Dilruba,u31a
Scene_1	33	0:01:54.780000	0:00:02.080000	एक नम्बर का खूसठ बूढ़ा।	humor	Dilruba,u31a
Scene_1	34	0:01:57.220000	0:00:01.840000	उसने गौरी को बहुत तंग किया।	non-humor	Dilruba,u31a
Scene_1	35	0:01:59.260000	0:00:01.760000	और गौरी को घर से भी, बाहर निकाल दिया।	non-humor	Dilruba,u31a
Scene_1	36	0:02:01.500000	0:00:01.360000	लेकिन फिर गोपी आया	non-humor	Dilruba,u31a
Scene_1	37	0:02:03.220000	0:00:01.600000	गौरी को लेकर भाग गया।	non-humor	Dilruba,u31a
Scene_1	38	0:02:05.100000	0:00:01.160000	दोनों भाग गए थे।	non-humor	Dilruba,u31a
Scene_1	39	0:02:06.300000	0:00:00.920000	हाँ।	non-humor	Dilruba's father,u38
Scene_1	40	0:02:07.260000	0:00:04.040000	पर वो बिरजू पहलवान अभी भी वो छोरी के लिए आसू बहा रहा सै।	humor	Dilruba's father,u38
Scene_1	41	0:02:12.140000	0:00:01.920000	वो अभी तक ज़िंदा है खूसठ बूढ़ा?	humor	Dilruba,u40
Scene_1	42	0:02:14.340000	0:00:01.840000	लेकिन अच्छा हुआ जो ज़िंदा है।	non-humor	Dilruba,u40
Scene_1	43	0:02:16.300000	0:00:03.800000	अब मैं ना उस डेढ़ पसली कागजी पहलवान से चुन चुन के बदला लूंगा	non-humor	Dilruba,u40
Scene_1	44	0:02:20.140000	0:00:02.440000	पिछले जन्म का।	humor	Dilruba,u40
Scene_1	45	0:02:22.780000	0:00:02.400000	चुन चुन के बदला लूंगा!	non-humor	Dilruba,u40
Scene_1	46	0:02:26.180000	0:00:01.440000	लेकिन इससे आपको क्या लेना दाना?	non-humor	Dilruba,u40
Scene_1	47	0:02:28.060000	0:00:03.080000	बाइदवे जेन्टल मैन, आप की तारीफ?	non-humor	Dilruba,u40
Scene_1	48a	0:02:31.180000	0:00:00.578667	मारी तारीफ?	humor	Dilruba's father,u47
Scene_1	48b	0:02:31.808667	0:00:00.611333	हाँ।	non-humor	Dilruba,u48a
Scene_1	49	0:02:33.500000	0:00:02.600000	मारे को ना छोरे ।।	humor	Dilruba's father,u47
Scene_1	50a	0:02:38.340000	0:00:01.512000	बिरजू पहलवान कहते हैं।	humor	Dilruba's father,u47
Scene_1	50b	0:02:39.902000	0:00:01.678000	ओह ..	humor	Dilruba,u50a
Scene_1	51	0:02:42.780000	0:00:02.400000	ऐ कहा छुप रहा है ?	humor	Dilruba's father,u47
Scene_1	52	0:02:45.380000	0:00:01.400000	यहाँ आ..	non-humor	Dilruba's father,u47
Scene_1	53	0:02:47.900000	0:00:02.840000	मारी छोरी को ले के भागा सै तू!	non-humor	Dilruba's father,u47
Scene_1	54	0:02:50.980000	0:00:01.920000	अरे, अरे वो पिछले जन्म की बात थी ना।	humor	Dilruba,u53
Scene_1	55	0:02:53.020000	0:00:02.320000	मिट्टी डालिए छोड़िए भूल जाइए ना उसे।	humor	Dilruba,u53
Scene_1	56	0:02:55.700000	0:00:01.520000	नहीं रे छोरे।	non-humor	Dilruba's father,u55
Scene_1	57	0:02:57.300000	0:00:02.160000	यहां की पुलिस मिट्टी नहीं डालती है।	humor	Dilruba's father,u55
Scene_1	58a	0:03:00.300000	0:00:00.588000	पुलिस?	non-humor	Dilruba,u57
Scene_1	58b	0:03:00.938000	0:00:01.322000	हाँ।	non-humor	Dilruba's father,u58a
Scene_1	59	0:03:02.940000	0:00:01.480000	ओ पुलिस बाबू!	non-humor	Dilruba's father,u58a
Scene_1	60	0:03:20.140000	0:00:01.360000	ए, इधर आ।	humor	Keshu,u59
Scene_1	61a	0:03:22.180000	0:00:00.466667	मैं?	non-humor	Dilruba,u60
Scene_1	61b	0:03:22.696667	0:00:00.883333	इधर आ!	humor	Keshu,u61a
Scene_1	62	0:03:26.820000	0:00:01.760000	दिलरुबा।	humor	Keshu,u61a
Scene_1	63	0:03:28.900000	0:00:00.920000	जी।	non-humor	Dilruba,u62
Scene_1	64	0:03:30.300000	0:00:02.760000	यू आर अंडर अरेस्ट।	humor	Keshu,u63
Scene_1	65	0:03:33.660000	0:00:02.320000	अरे लेकिन, मैं तो गोपी हूं गोपी।	non-humor	Dilruba,u64
Scene_1	66	0:03:36.100000	0:00:03.280000	ओह! फिर तो डेफीनेटलि अंडर अरेस्ट।	humor	Keshu,u65
Scene_1	67	0:03:39.540000	0:00:01.520000	लेकिन मेरा कसूर क्या है?	non-humor	Dilruba,u66
Scene_1	68	0:03:41.100000	0:00:03.840000	पिछले जन्म में तुमने  16 साल की नाबालिग लड़की का किडनैप किया था।	non-humor	Keshu,u67
Scene_1	69	0:03:44.980000	0:00:01.240000	अपने पिछले जीवन में।	non-humor	Keshu,u67
Scene_1	70	0:03:46.340000	0:00:01.800000	अरे मैंने किडनैप थोड़ी ना किया था।	non-humor	Dilruba,u69
Scene_1	71	0:03:48.220000	0:00:01.360000	वो तो अपने आप मेरे साथ आई थी।	humor	Dilruba,u69
Scene_1	72	0:03:49.860000	0:00:01.520000	बहुत टपोरी लड़की थी।	non-humor	Dilruba,u69
Scene_1	73a	0:03:51.420000	0:00:00.516000	उसको ढ़ूढ़ो?	humor	Dilruba,u69
Scene_1	73b	0:03:51.986000	0:00:01.154000	शट अप!	non-humor	Keshu,u73a
Scene_1	74	0:03:53.340000	0:00:03.600000	फिर भी, पिछले जन्म में उसकी उम्र 16 साल की थी।	non-humor	Keshu,u73a
Scene_1	75	0:03:57.020000	0:00:03.600000	इसलिए, इस जन्म में पुलिस की नजर में तुम गुनेहगार बनते हो।	non-humor	Keshu,u73a
Scene_1	77	0:04:00.660000	0:00:01	समझे?	non-humor	Keshu,u73a
Scene_1	78	0:04:01.900000	0:00:01.880000	कितनी ओवरएक्टिंग कर रहे हैं ना केशू जी?	non-humor	Prema,u77
Scene_1	79	0:04:04.220000	0:00:01.280000	हां, आप ही के फैन हैं ना।	humor	Dilruba's father,u78
Scene_1	80	0:04:06.660000	0:00:01.960000	वो तो पिछले जन्म की बीत है, है ना?	non-humor	Dilruba,u77
Scene_1	81	0:04:08.660000	0:00:01.880000	भूल जाइए ना। प्लीज।	non-humor	Dilruba,u77
Scene_1	82	0:04:10.660000	0:00:02.400000	अब तक उसका बाप जिंदा हैं।	humor	Keshu,u81
Scene_1	83	0:04:15.220000	0:00:01.640000	ऐ, धोती उतर जाएगी।	humor	Keshu,u81
Scene_1	84	0:04:19.420000	0:00:03.920000	और तुमने उसके सामने तुम्हारा गुनाह कबूल किया है।	non-humor	Keshu,u81
Scene_1	85	0:04:23.820000	0:00:03.880000	किया की नहीं।। किया की नहीं।। किया की नहीं	humor	Keshu,u81
Scene_1	86	0:04:27.740000	0:00:01	हाँ, मैंने किया है।	non-humor	Dilruba,u85
Scene_1	87	0:04:30.100000	0:00:04.520000	लेकिन मेरा बाप छोटुमल मोटुमल उनको आने दीजिए ना प्लीज।	non-humor	Dilruba,u85
Scene_1	88	0:04:34.660000	0:00:01.160000	ऐ छोरे!	non-humor	Dilruba's father,u87
Scene_1	89	0:04:36.180000	0:00:01	ये देख ..	non-humor	Dilruba's father,u87
Scene_1	90	0:04:37.380000	0:00:02.760000	तेरे पिता जी आ गए छोटूमल मोटुमल।	non-humor	Dilruba's father,u87
Scene_1	91	0:04:41.500000	0:00:01.080000	दे दे कुछ दे दे ।।	humor	Gokhale,u-
Scene_1	92	0:04:42.620000	0:00:01.640000	भगवान के नाम पर कुछ दे दे।	humor	Gokhale,u-
Scene_1	93	0:04:44.500000	0:00:01.640000	कुछ खाने को दे ।।	humor	Gokhale,u-
Scene_1	94	0:04:47.100000	0:00:01.520000	ये ये कौन है?	non-humor	Dilruba,u93
Scene_1	95	0:04:48.700000	0:00:02.680000	ये है तुम्हारा बाप पिता छोटूमल मोटुमल।	humor	Dilruba's father,u94
Scene_1	96a	0:04:51.500000	0:00:00.804000	ये भिखारी!	non-humor	Dilruba,u95
Scene_1	96b	0:04:52.354000	0:00:01.826000	अरे, छोटूमल!	non-humor	Dilruba's father,u96a
Scene_1	97	0:04:54.500000	0:00:02.360000	ये है तुम्हारा छोरा	non-humor	Dilruba's father,u96a
Scene_1	98	0:04:57.300000	0:00:00.880000	गोपी।	humor	Dilruba's father,u96a
Scene_1	99	0:04:58.860000	0:00:02.880000	गोपी! मेरा बेटा, गोपी ।।	humor	Gokhale,u98
Scene_1	100	0:05:01.820000	0:00:02.080000	मेरे बुढ़ापे का सहारा। मेरा बेटा, गोपी!	humor	Gokhale,u98
Scene_1	101	0:05:04.060000	0:00:01.160000	ऐ छी! छ छ छी ।।	humor	Dilruba,u100
Scene_1	102	0:05:06.060000	0:00:01.520000	डॉल..	humor	Dilruba,u100
Scene_1	103	0:05:07.980000	0:00:01.360000	मुझे बचाओ, डॉल।	non-humor	Dilruba,u100
Scene_1	104a	0:05:09.540000	0:00:00.640000	डॉल, मुझे बचाओ!	non-humor	Dilruba,u100
Scene_1	104b	0:05:10.230000	0:00:00.910000	कौन डॉल?	non-humor	Prema,u104a
Scene_1	105	0:05:11.220000	0:00:02	मैं तो तुम्हारी सौतेली माँ हूँ, बेटा	humor	Prema,u104a
Scene_1	106	0:05:13.260000	0:00:01.600000	डॉल डॉल प्लीज, मुझे माफ करो।	non-humor	Dilruba,u105
Scene_1	107	0:05:14.900000	0:00:01.760000	मुझसे गलती हो गई, डॉल!	humor	Dilruba,u105
Scene_1	108	0:05:18.140000	0:00:02.560000	ओह, तो अब तुम्हें सब याद आ गया?	non-humor	Prema,u107
Scene_1	109	0:05:21.140000	0:00:01.120000	या या, सब याद आ गया।	non-humor	Dilruba,u108
Scene_1	110	0:05:22.340000	0:00:02.080000	पहले ये बताओ, कि ये सब, किया क्यो तुमने?	non-humor	Prema,u109
Scene_1	111	0:05:25.260000	0:00:02.240000	इस लिए ताकि मेरा नाम जगह जगह छपे।	humor	Dilruba,u110
Scene_1	112	0:05:28.460000	0:00:01.680000	अच्छा? तुम्हारा नाम क्या है?	non-humor	Prema,u111
Scene_1	113	0:05:30.460000	0:00:02	दिलरुबा जरनैल सिंह खुराना।	humor	Dilruba,u112
Scene_1	114	0:05:33.180000	0:00:01.200000	और अब तुम्हारा नाम क्या है?	non-humor	Prema,u113
Scene_1	115	0:05:34.500000	0:00:02.440000	दिलरुबा तुम्हारा पति पुराना। दिल	humor	Dilruba,u114
Scene_1	116	0:05:37.540000	0:00:00.880000	दिल।	non-humor	Dilruba,u114
Scene_1	117	0:05:38.660000	0:00:01.280000	हाँ राइट।	non-humor	Prema,u115
Scene_1	118	0:05:40.020000	0:00:01.040000	अब सॉरी, बोलो।	non-humor	Prema,u115
Scene_1	119	0:05:41.980000	0:00:01.040000	सॉरी!	non-humor	Dilruba,u118
Scene_1	120	0:05:43.100000	0:00:01.080000	फिर से सॉरी बोलो।	non-humor	Prema,u119
Scene_1	121	0:05:44.580000	0:00:04.400000	अरे बाबा सॉरी! एक बार नहीं दस बार नहीं	non-humor	Dilruba,u120
Scene_1	122	0:05:49.060000	0:00:03.640000	हजार बार नही लाख अरब बार! सॉरी सॉरी सॉरी सॉरी..	humor	Dilruba,u120
Scene_1	123	0:05:52.820000	0:00:03.640000	वेरी गुड, दिल। अब मुझे ही नहीं सब को सॉरी बोलो, ओके?	non-humor	Prema,u122
Scene_1	124	0:05:56.660000	0:00:01.120000	पहले, वहां से शुरु करें।	non-humor	Prema,u122
Scene_1	125a	0:05:58.620000	0:00:00.445000	गो।	non-humor	Prema,u122
Scene_1	125b	0:05:59.115000	0:00:03.065000	सॉरी मुझे माफ कर देना, पहलवान जी!	non-humor	Dilruba,u125a
Scene_1	126	0:06:04.220000	0:00:01.920000	इट्स ओके, दिलरुबा जी।	humor	Dilruba's father,u125b
Scene_1	127a	0:06:09.380000	0:00:01.298000	ये तो बॉस हैं, शर्मा जी।	non-humor	Dilruba,u126
Scene_1	127b	0:06:10.728000	0:00:01.012000	शर्मा जी।।	non-humor	Prema,u127a
Scene_1	128	0:06:13.260000	0:00:01.120000	अब, वहां सॉरी बोलो।	non-humor	Prema,u127a
Scene_1	129	0:06:15.780000	0:00:02.360000	गोपी गोपी.. आ आ आ ..	non-humor	Gokhale,u128
Scene_1	130	0:06:18.180000	0:00:01.520000	दूर रहो..दूर रहो..	non-humor	Dilruba,u129
Scene_1	131	0:06:19.860000	0:00:01.080000	गोपी, बेटा आ आ।	non-humor	Gokhale,u130
Scene_1	132	0:06:21.700000	0:00:04.640000	सॉरी भीखू भइया भीखारी भइया। सॉरी मुझे माफ़ करना। प्लीज सॉरी।	non-humor	Dilruba,u131
Scene_1	133	0:06:27.060000	0:00:01.040000	ओके!	humor	Gokhale,u132
Scene_1	134	0:06:29.700000	0:00:01.240000	ये तो गोखले है!	non-humor	Dilruba,u133
Scene_1	135	0:06:32.660000	0:00:01.320000	चल, हट।	non-humor	Dilruba,u133
Scene_1	136	0:06:37.460000	0:00:04.800000	इंस्पेक्टर साहब, प्लीज मुझे माफ़ कर दो! प्लीज मैं हाथ जोड़ता हूं! प्लीज मुझे माफ़ कर दो!	humor	Dilruba,u128
Scene_1	137	0:06:42.340000	0:00:03.480000	ऐसी गलती फिर से कभी नहीं होगी! इंस्पेक्टर साब, प्लीज मुझे छोड़ दो।	humor	Dilruba,u128
Scene_1	138	0:06:46.740000	0:00:01.600000	छोड़ दो मुझे इंस्पेक्टर साब।	non-humor	Dilruba,u128
Scene_1	139	0:06:53.100000	0:00:01.960000	अरे, ये तो ये तो ..	non-humor	Dilruba,u128
Scene_1	140	0:06:56.180000	0:00:01.080000	मंगरु है!	humor	Dilruba,u128
Scene_1	141	0:06:57.700000	0:00:02.440000	मंगरु, बागीचे में पानी कौन डालेगा ? तेरा बाप?	non-humor	Dilruba,u128
						
Scene_2	142	0:07:06.700000	0:00:03.800000	मैन गो टू  रेलवे स्टेशन .. नहीं, पुलिस स्टेशन।'	non-humor	Dilruba,u-
Scene_2	143	0:07:10.900000	0:00:02.520000	पुलिस सेज,' वाट यू वॉन्ट? '	non-humor	Dilruba,u-
Scene_2	144	0:07:13.580000	0:00:02.480000	ही सेज़,' कॉम्पनशेशन ।'	humor	Dilruba,u-
Scene_2	145a	0:07:16.380000	0:00:01.191111	अदरवाइज, यू .. ’	non-humor	Dilruba,u-
Scene_2	145b	0:07:17.621111	0:00:01.438889	ये क्या कर रहे हो?	non-humor	Prema,u145a
Scene_2	146	0:07:19.420000	0:00:01.240000	अरे, डॉल!	non-humor	Dilruba,u145b
Scene_2	147	0:07:21.060000	0:00:01.600000	मैं अखबार पढ़ रहा हूँ।	non-humor	Dilruba,u145b
Scene_2	148	0:07:25.380000	0:00:01.200000	तुम्हारी तबियत तो ठीक है ना?	non-humor	Prema,u147
Scene_2	149	0:07:26.820000	0:00:01.720000	क्यों, मैं अखबार नहीं पढ़ सकता हूं?	humor	Dilruba,u148
Scene_2	150	0:07:29.260000	0:00:02.760000	पढ़ सकते हो, पर पहली बार मैं तुम्हे अखबार पढ़ते हुए देख रही हूं।	non-humor	Prema,u149
Scene_2	151	0:07:32.340000	0:00:01.800000	हां, तो पहली बार मैं अखबार पढ़ रहा हूं!	humor	Dilruba,u150
