Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1a	0:00:08.500000	0:00:00.432000	पापा ..	non-humor	Chintu,u-
Scene_1	1b	0:00:08.982000	0:00:00.958000	बोल, बेटा।	non-humor	Keshu,u1a
Scene_1	2	0:00:10.260000	0:00:02.760000	आप का हो जाए ना, तो मेरे भी नाखून काट देना।	humor	Chintu,u-
Scene_1	3a	0:00:16.460000	0:00:00.516000	आई ग!	non-humor	Keshu,u-
Scene_1	3b	0:00:17.026000	0:00:01.154000	क्या हुआ?	non-humor	Koki,u3a
Scene_1	4a	0:00:18.420000	0:00:01.755636	केशू की 10 में से 9 उंगली हो जाती।	humor	Keshu,u3b
Scene_1	4b	0:00:20.225636	0:00:01.034364	क्या मतलब?	non-humor	Koki,u4a
Scene_1	5	0:00:21.540000	0:00:01.320000	कितनी बार कहा है, कोकी	non-humor	Keshu,u3b
Scene_1	6	0:00:22.900000	0:00:02.120000	कि नाखून काटते समय मुझे डिस्टर्ब मत किया करो।	non-humor	Keshu,u3b
Scene_1	7	0:00:25.540000	0:00:02.800000	केशू, मेरे गुलाब के पौधे पर थाड़ा सा पानी डाल दो ना।	humor	Koki,u6
Scene_1	8	0:00:28.860000	0:00:01.080000	वो मेरा काम नहीं है।	non-humor	Keshu,u7
Scene_1	9	0:00:30.700000	0:00:00.960000	अच्छा है।	non-humor	Koki,u8
Scene_1	10	0:00:32.340000	0:00:02.880000	मेरे मरने के बाद मेरे मुह में  गंगा जल भी मत डालना।	non-humor	Koki,u8
Scene_1	11	0:00:35.260000	0:00:01.760000	लोगों से कह देना ये मेरा काम नहीं है।	humor	Koki,u8
Scene_1	12	0:00:37.380000	0:00:03.720000	अरे नहीं। तब तो तुम्हारे मुंह में बाल्टी भर के गंगा जल डालुंगा मैं।	humor	Keshu,u11
Scene_1	13a	0:00:41.140000	0:00:00.276000	अच्छा?	humor	Koki,u12
Scene_1	13b	0:00:41.466000	0:00:00.594000	हाँ।	non-humor	Keshu,u13a
Scene_1	14a	0:00:42.100000	0:00:00.348000	अच्छा?	humor	Koki,u12
Scene_1	14b	0:00:42.498000	0:00:00.762000	हाँ।	non-humor	Keshu,u14a
Scene_1	15a	0:01:02.620000	0:00:01.008000	हाय, प्रेमा जी!	humor	Koki,u-
Scene_1	15b	0:01:03.678000	0:00:01.462000	प्रेमा जी!	non-humor	Keshu,u15a
