Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1	0:00:30.470000	0:00:02.160000	अरे बाबा! केशू जी।	non-humor	Dilruba,u-
Scene_1	2	0:00:32.870000	0:00:01.920000	डॉल के अलावा माँ और कौन हो सकती है?	non-humor	Dilruba,u-
Scene_1	3a	0:00:34.910000	0:00:00.408000	वॉट!	humor	Keshu,u2
Scene_1	3b	0:00:35.368000	0:00:00.902000	या!	non-humor	Dilruba,u3a
Scene_1	4a	0:00:36.390000	0:00:00.709333	प्रेमा जी?	non-humor	Keshu,u3b
Scene_1	4b	0:00:37.149333	0:00:00.760667	या!	non-humor	Dilruba,u4a
Scene_1	5a	0:00:38.110000	0:00:00.672000	प्रेमा शालिनी?	non-humor	Keshu,u4b
Scene_1	5b	0:00:38.832000	0:00:00.718000	या!	non-humor	Dilruba,u5a
Scene_1	6	0:00:39.600000	0:00:03.310000	अकु बाई प्रेमा जी माँ बनने वाली हैं!	humor	Koki,u5b
Scene_1	7	0:00:43.190000	0:00:03.640000	या, कोकी जी। और मैं .. मैं भी बाप बनने वाला हूँ!	humor	Dilruba,u6
Scene_1	8	0:00:53.430000	0:00:01.080000	यू नो, चिंटू	non-humor	Dilruba,u6
Scene_1	9	0:00:54.670000	0:00:02.840000	आपके पापा की तरह मैं भी पापा बनने वाला हूँ!	humor	Dilruba,u6
Scene_1	10a	0:00:58.550000	0:00:00.912000	यह सच है, मम्मी	non-humor	Chintu,u9
Scene_1	10b	0:00:59.512000	0:00:00.558000	हाँ।	non-humor	Koki,u10a
Scene_1	11	0:01:00.150000	0:00:01.760000	दिलरुबा अंकल अब पापा  बनने वाले हैं।	non-humor	Koki,u10a
Scene_1	12	0:01:02.270000	0:00:02.080000	लेकिन मेरे लिए तो एक ही पापा काफी है।	humor	Chintu,u11
Scene_1	13	0:01:06.750000	0:00:02.160000	गधे! ये अपने बच्चे का बाप बनेगा!	humor	Keshu,u12
Scene_1	14a	0:01:08.990000	0:00:00.666667	केशू!	non-humor	Koki,u13
Scene_1	14b	0:01:09.706667	0:00:01.283333	मतलब बनेंगे।	non-humor	Keshu,u14a
Scene_1	15	0:01:11.150000	0:00:02.600000	ओ! मैं तो समझा मुझे दो दो  पापा मिलेंगे।	humor	Chintu,u14b
Scene_1	16a	0:01:14.870000	0:00:02.408000	एक ऑफिस जाने के लिए और एक खाना बनाने के लिए।	humor	Chintu,u14b
Scene_1	16b	0:01:17.328000	0:00:00.902000	क्या!	non-humor	Koki,u16a
Scene_1	17	0:01:18.990000	0:00:02.720000	चुप रहो! दफा हो जाओ..	humor	Koki,u16a
Scene_1	18	0:01:21.830000	0:00:01.280000	अभी जाओ!	non-humor	Koki,u16a
Scene_1	19a	0:01:25.630000	0:00:00.466667	दिलरुबा जी।	non-humor	Koki,u16a
Scene_1	19b	0:01:26.146667	0:00:00.483333	हाँ?	non-humor	Dilruba,u19a
Scene_1	20	0:01:26.670000	0:00:02.800000	हमारी तरफ से आपको लाख लाख  शुभकामनाएं!	non-humor	Koki,u19b
Scene_1	21	0:01:29.830000	0:00:01.560000	थैंक्यू, कोकी जी। थैंक्यू।	non-humor	Dilruba,u20
Scene_1	22	0:01:33.230000	0:00:01.840000	मुझे थोड़ा जाना है। बहुत काम है, यू नो।	non-humor	Dilruba,u20
Scene_1	23a	0:01:35.190000	0:00:00.640000	डायपर वगैरह।	humor	Dilruba,u20
Scene_1	23b	0:01:35.880000	0:00:00.910000	अभी से ही?	humor	Koki,u23a
Scene_1	24a	0:01:36.950000	0:00:01.144000	नहीं नहीं.. खरीदने।	humor	Dilruba,u23b
Scene_1	24b	0:01:38.144000	0:00:00.886000	अच्छा।	non-humor	Koki,u24a
Scene_1	25	0:01:39.670000	0:00:01.720000	कोकी जी, मैं बाप बन गया!	humor	Dilruba,u24b
Scene_1	26	0:01:42.310000	0:00:02.600000	बाय! साला मैं तो! मैं तो बाप बन गया!	non-humor	Dilruba,u24b
						
Scene_2	27a	0:01:47.190000	0:00:00.744000	प्रेमा जी!	humor	Toto,u-
Scene_2	27b	0:01:47.984000	0:00:01.686000	टोटो तुम!	non-humor	Prema,u27a
Scene_2	28	0:01:51.270000	0:00:02.520000	प्रेमा जी, प्रेमा जी आपने नाटक शुरु कर दिया ना।	non-humor	Toto,u27b
Scene_2	29	0:01:53.830000	0:00:01.080000	हाँ, सुबह से ही।	non-humor	Prema,u28
Scene_2	30	0:01:55.070000	0:00:01.960000	अब तक तो पूरे मोहल्ले में बात फैल गई है।	humor	Prema,u28
Scene_2	31	0:01:57.550000	0:00:01.600000	सुपब प्रेमा जी , फनटैस्टिक।	non-humor	Toto,u30
Scene_2	32a	0:01:59.390000	0:00:01.405333	ये देखिए मैं आपके लिए क्या लाया हूं।	non-humor	Toto,u30
Scene_2	32b	0:02:00.845333	0:00:00.584667	क्या?	non-humor	Prema,u32a
