Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1	0:00:10.520000	0:00:01.600000	अगर हर सुपरस्टार्स के पास एक कुत्ता है	non-humor	Prema,u-
Scene_1	2	0:00:12.160000	0:00:01.440000	तो मेरे पास भी एक होना चाहिए, राइट?	non-humor	Prema,u-
Scene_1	3	0:00:14.190000	0:00:02.120000	लेकिन डॉल, इसकी क्या गारंटी है	non-humor	Dilruba,u2
Scene_1	4	0:00:16.350000	0:00:01	कि कुत्ता पालने से	non-humor	Dilruba,u2
Scene_1	5	0:00:17.430000	0:00:01.240000	तुम सुपरस्टार बन जाओगी?	humor	Dilruba,u2
Scene_1	6	0:00:19.190000	0:00:02.040000	तो, फिर मैं सुपरस्टार कैसे बनूगी दिल?	non-humor	Prema,u5
Scene_1	7	0:00:21.470000	0:00:01.320000	आई विल टेल यू।	non-humor	Dilruba,u6
Scene_1	8	0:00:24.550000	0:00:02.080000	डॉल, यू सी।	non-humor	Dilruba,u6
Scene_1	9	0:00:27.390000	0:00:02.080000	ऐसे फोटोग्राफ्स खिचवा कर।	non-humor	Dilruba,u6
Scene_1	10	0:00:30.070000	0:00:01.400000	ये कैसा फोटो ?	non-humor	Prema,u9
Scene_1	11	0:00:31.990000	0:00:01.200000	और ये तो उर्वशी है।	non-humor	Prema,u9
Scene_1	12	0:00:33.430000	0:00:01.840000	मेरी फिल्म की साइड हीरोइन ।	non-humor	Prema,u9
Scene_1	13	0:00:35.310000	0:00:02.600000	लेकिन ये फोटो देखकर ऐसा लग रहा है, कि तुम बहुत जल्द	non-humor	Dilruba,u12
Scene_1	14	0:00:38.030000	0:00:01.600000	इसकी साइड हीरोइन बन जाओगी।	humor	Dilruba,u12
Scene_1	15	0:00:39.910000	0:00:01.040000	वॉट नॉनसेंस!	non-humor	Prema,u14
Scene_1	16	0:00:41.150000	0:00:01.160000	यू आर जोकिंग राइट?	non-humor	Prema,u14
Scene_1	17	0:00:42.590000	0:00:01.440000	तुम्हें पता है	non-humor	Prema,u14
Scene_1	18	0:00:44.070000	0:00:01.720000	इसे शूट पर कुर्सी भी नहीं मिलती है बैठने के लिए?	humor	Prema,u14
Scene_1	19	0:00:51.710000	0:00:01	हैलो।	non-humor	Dilruba,u-
Scene_1	20	0:00:53.350000	0:00:01.560000	डॉल, टोटो।	non-humor	Dilruba,u-
Scene_1	21	0:00:55.950000	0:00:03.040000	हैलो। गुड मॉर्निंग, टोटो।	non-humor	Prema,u20
Scene_1	22	0:01:02.630000	0:00:01.160000	क्या!	non-humor	Prema,u20
Scene_1	23	0:01:05.550000	0:00:01.200000	लेकिन टोटो ..	non-humor	Prema,u20
Scene_1	24	0:01:06.790000	0:00:02.120000	तुमने वो वाला भी सीन डीलिट कर दिया, मेरा?	non-humor	Prema,u20
Scene_1	25	0:01:09.630000	0:00:02.160000	पर टोटो, उसमें तो डॉस था।	non-humor	Prema,u20
Scene_1	26	0:01:12.550000	0:00:01.760000	अच्छा वो, सीन तो है ना	non-humor	Prema,u20
Scene_1	27	0:01:14.350000	0:00:01.720000	वाटर फाल के नीचे नहाने वाला?	humor	Prema,u20
Scene_1	28	0:01:16.350000	0:00:01.200000	वॉट!	non-humor	Prema,u20
Scene_1	29	0:01:17.830000	0:00:01.560000	वो भी निकाल दिया?	humor	Prema,u20
Scene_1	30	0:01:20.110000	0:00:01.800000	टोटो, तुम मेरे सारे सीन्स निकाल दोगे	non-humor	Prema,u20
Scene_1	31	0:01:21.950000	0:00:02.960000	तो मेरे कैरेक्टर का बच ही क्या जाएगा फिल्म में	non-humor	Prema,u20
Scene_1	32	0:01:26.630000	0:00:02.080000	वेट वेट वेट .. मैं तुम्से आकर मिलती हूं। ओके?	non-humor	Prema,u20
Scene_1	33	0:01:29.910000	0:00:01.080000	क्या हुआ, डॉल?	non-humor	Dilruba,u32
Scene_1	34	0:01:31.110000	0:00:02.200000	दिल, तुम ठीक कह रहे थे।	non-humor	Prema,u33
Scene_1	35	0:01:33.590000	0:00:02.120000	अब मैं उर्वशी की साइड हीरोइन बन कर रह जाऊंगी।	humor	Prema,u33
						
Scene_2	36	0:01:39.150000	0:00:02.440000	सर सर सर, शॉट इज़ ऑलमोस्ट रेडी।	non-humor	Gogo,u-
Scene_2	37	0:01:41.710000	0:00:03.640000	आज के दिन की शुरुआत हम उर्वशी के शॉट से  करेंगे।	humor	Toto,u36
Scene_2	38	0:01:45.590000	0:00:01.280000	लेकिन प्रेमा जी?	non-humor	Gogo,u37
Scene_2	39	0:01:46.910000	0:00:01.400000	हट हट हट! प्रेमा जी को मारो गोली!	non-humor	Toto,u38
Scene_2	40	0:01:48.590000	0:00:01.680000	प्रेमा जी को!	humor	Toto,u38
Scene_2	41	0:01:50.870000	0:00:02.400000	कहीं दूर खड़ी कर देना	non-humor	Toto,u38
Scene_2	42	0:01:53.310000	0:00:01.240000	धूप वूप में	non-humor	Toto,u38
Scene_2	43	0:01:56.190000	0:00:01	और सुनो	non-humor	Toto,u38
Scene_2	44	0:01:57.390000	0:00:01.760000	उसके जो दो पाँच डायलॉग बचे हैं	non-humor	Toto,u38
Scene_2	45	0:01:59.190000	0:00:01.200000	वो किसी ड्यूप को दे दो।	humor	Toto,u38
Scene_2	46	0:02:00.430000	0:00:00.880000	ठीक है?	non-humor	Toto,u38
Scene_2	47	0:02:01.830000	0:00:01.560000	प्रेमा जी लॉग शॉट में खड़ी होंगी।	non-humor	Toto,u38
Scene_2	48	0:02:03.550000	0:00:02.080000	लॉग, मतलब ऐक्सट्रा-लॉग शॉट।	non-humor	Toto,u38
Scene_2	49	0:02:05.710000	0:00:02.240000	मतलब, वो डॉट की तरह दिखेगी।	non-humor	Toto,u38
Scene_2	50	0:02:08.190000	0:00:01.600000	वहां से मैं पैन करुगा	non-humor	Toto,u38
Scene_2	51	0:02:10.190000	0:00:03.520000	ये जी कट टू उर्वशी का क्लोज-अप कट।	humor	Toto,u38
Scene_2	52	0:02:16.670000	0:00:01.760000	एम-। प्रेमा जी	non-humor	Toto,u38
Scene_2	53	0:02:18.470000	0:00:02.840000	आप टाइट क्लोज-अप में दिखी ही नहीं मुझे।	non-humor	Toto,u38
Scene_2	54	0:02:21.590000	0:00:01.320000	लेकिन मैंने सब कुछ देख लिया	non-humor	Prema,u53
Scene_2	55	0:02:23.070000	0:00:01.120000	और सब कुछ सुन भी लिया।	non-humor	Prema,u53
Scene_2	56	0:02:25.230000	0:00:01.040000	आप जल्दी आ गईं।	non-humor	Toto,u55
Scene_2	57	0:02:26.510000	0:00:01.120000	आना ही पड़ा ना, टोटो।	non-humor	Prema,u56
Scene_2	58	0:02:27.670000	0:00:02.040000	आजकल, तुम मेरे सारे सीन्स काट रहे हो।	non-humor	Prema,u56
Scene_2	59	0:02:29.750000	0:00:01.440000	सारे अच्छे अच्छे सीन्स।।	non-humor	Prema,u56
Scene_2	60	0:02:31.510000	0:00:01.200000	मैं तुमसे बहुत नाराज़ हूँ।	non-humor	Prema,u56
Scene_2	61	0:02:32.750000	0:00:03.040000	अरे, नहीं .. मैं ऐसा कैसे कर सकता हूं?	non-humor	Toto,u60
Scene_2	62	0:02:35.830000	0:00:01.680000	आप तो स्टार हैं।	humor	Toto,u60
Scene_2	63	0:02:38.630000	0:00:02.320000	हां लॉग शॉट वाली स्टार।	humor	Prema,u62
Scene_2	64	0:02:41.550000	0:00:02.880000	दरअसल, मैं गोगो को शॉट समझा रहा था।	non-humor	Toto,u63
Scene_2	65	0:02:44.710000	0:00:02.560000	कि आप, आप जो हैं ना .. आप नहीं।	non-humor	Toto,u63
Scene_2	66	0:02:47.310000	0:00:01.480000	उर्वशी लंबे शॉट में हैं	non-humor	Toto,u63
Scene_2	67	0:02:48.830000	0:00:01.960000	आप तो टाइट क्लोज में हैं।	humor	Toto,u63
Scene_2	68	0:02:51.030000	0:00:01	छोड़ दीजिए ना।	non-humor	Toto,u63
Scene_2	69	0:02:52.070000	0:00:01.400000	ठंडा पीजिए गुस्सा थूक दीजिए।	non-humor	Toto,u63
Scene_2	70	0:02:53.670000	0:00:01.480000	अरे कुछ ठंड़ा वंड़ा ला मैडम के लिए जा।	non-humor	Toto,u63
Scene_2	71a	0:02:55.190000	0:00:00.468571	जा, जा।	non-humor	Toto,u63
Scene_2	71b	0:02:55.708571	0:00:01.121429	रहने दो रहने दो, टोटो।	non-humor	Prema,u71a
Scene_2	72	0:02:56.870000	0:00:03.080000	मुझे पता है, अब तुम्हें मेरा नहीं उर्वशी का इंतजार है।	non-humor	Prema,u71a
						
Scene_3	73	0:03:01.270000	0:00:01.680000	हम आपका इन्टरव्यू लेना चाहते हैं।	non-humor	Reporter male,u-
Scene_3	74	0:03:03.230000	0:00:00.680000	ओह, प्लीज!	non-humor	Prema,u73
Scene_3	75	0:03:03.950000	0:00:03.160000	मैं किसी जर्नलिस्ट वगैरह को इंटरव्यू वगैरह ।।	humor	Prema,u73
Scene_3	76	0:03:09.990000	0:00:01.080000	देती हूं।	humor	Prema,u73
Scene_3	77	0:03:11.390000	0:00:01.840000	मैं बहुत अच्छा इंटरव्यूज़ देती हूं।	non-humor	Prema,u73
Scene_3	78	0:03:13.830000	0:00:02.800000	इनफैक्ट, मैं ना एक बहुत ही कॉपरेटिव आर्टिस्ट हूं	non-humor	Prema,u73
Scene_3	79	0:03:16.670000	0:00:00.920000	आप जानते ही  होंगे।	non-humor	Prema,u73
Scene_3	80	0:03:17.630000	0:00:01.080000	राइट? तो पुछिए पुछिए।	non-humor	Prema,u73
Scene_3	81	0:03:18.790000	0:00:01.160000	क्या पूछना है आपको।	non-humor	Prema,u73
Scene_3	82a	0:03:20.190000	0:00:01.738000	तो मैं आपसे ये पूछना चाहता हू कि ..	non-humor	Reporter female,u81
Scene_3	82b	0:03:21.978000	0:00:01.372000	हैलो  प्रेमा जी।	non-humor	Keshu,u-ab
Scene_3	83	0:03:24.270000	0:00:01.280000	ऐक्सक्यूज मी, मैं थोड़ा बिजी हूं।	non-humor	Prema,u82
Scene_3	84	0:03:25.590000	0:00:01.840000	मैं इन्टरव्यू  .. आई टॉक टू यू लेटर।	non-humor	Prema,u82a
Scene_3	85	0:03:27.470000	0:00:01.200000	आप आइएं मुझसे पुछिए।	humor	Prema,u82ab
Scene_3	86a	0:03:28.710000	0:00:00.365714	प्रेमा जी।	non-humor	Keshu,u84
Scene_3	86b	0:03:29.125714	0:00:00.864286	क्या पूछ रही थीं आप?	non-humor	Prema,u82aa
Scene_3	87a	0:03:32.390000	0:00:01.045333	प्रेमा जी। प्रेमा जी।	humor	Keshu,u84
Scene_3	87b	0:03:33.485333	0:00:01.144667	आइए आइए।	non-humor	Prema,u82aab
Scene_3	88	0:03:34.830000	0:00:03.080000	प्रेमा जी। प्रेमा जी। प्रेमा जी। प्रेमा जी। .. मैं हूं मैं, केशव।	non-humor	Keshu,u84
Scene_3	90a	0:03:37.950000	0:00:00.768000	आपका शूटिंग देखने के लिए आया हूं।	non-humor	Keshu,u84
Scene_3	90b	0:03:38.768000	0:00:00.942000	आई नो आई नो।	non-humor	Prema,u90a
Scene_3	91	0:03:39.750000	0:00:01.920000	केशू जी, मैं थोड़ा बिजी हूं। बाद में बात करते हैं।	non-humor	Prema,u90a
Scene_3	92	0:03:41.830000	0:00:01	हां, पुछिए।	non-humor	Prema,u82ab
Scene_3	93	0:03:42.870000	0:00:01.920000	अच्छा इस फिल्म में आपका हीरो कौन है?	non-humor	Reporter female,u82b
Scene_3	94	0:03:44.990000	0:00:00.760000	प्रेम कुमार।	non-humor	Keshu,u83
Scene_3	95	0:03:45.790000	0:00:01.400000	अंदर बैठकर कर भजिया पाव खा रहा है।	humor	Keshu,u83
Scene_3	96	0:03:47.830000	0:00:01.440000	इस फिल्म में आपका रोल क्या  है?	non-humor	Reporter male,u85
Scene_3	97	0:03:49.590000	0:00:01.040000	डाकू रानी का।	humor	Keshu,u96
Scene_3	98	0:03:51.510000	0:00:01.040000	यू नो, इस फिल्म में	non-humor	Keshu,u96
Scene_3	99	0:03:52.590000	0:00:02.440000	प्रेमा जी 25 खून कर रही हैं।	non-humor	Keshu,u96
