Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_1	1	0:00:29.480000	0:00:02.840000	मैं इधर परेशान हूं और तुम कैरम खेल रहे हो।	non-humor	Kidnaper's boss,u-
Scene_1	2	0:00:32.440000	0:00:02.040000	अरे बाबा क्यों परेशान हो?	non-humor	Dilruba,u1
Scene_1	3	0:00:34.520000	0:00:01	तुम्हारी बीवी।	non-humor	Kidnaper's boss,u2
Scene_1	4	0:00:36.200000	0:00:02.400000	डॉल की वजह से? क्या परेशानी है?	non-humor	Dilruba,u3
Scene_1	5a	0:00:38.680000	0:00:02.436667	मुझे नहीं लगता कि तुम्हारी बीवी एक करोड़ रुपया लेके आएगी।	non-humor	Kidnaper's boss,u4
Scene_1	5b	0:00:41.166667	0:00:00.913333	क्यों?	non-humor	Dilruba,u5a
Scene_1	6	0:00:42.200000	0:00:03.720000	तुम ने ही तो कहा ना मैं आराम से हूं डॉल।	humor	Kidnaper's boss,u5b
Scene_1	7	0:00:46.240000	0:00:02.320000	हा तो क्या हुआ? मजा तो आ रहा है मुझे यहां पर।	non-humor	Dilruba,u6
Scene_1	8	0:00:48.600000	0:00:01.200000	मैंने कहां झूठ बोला है।	humor	Dilruba,u6
Scene_1	9	0:00:50.920000	0:00:01.520000	मजा आ रहा है? इसे मज़ा आ रहा है।	non-humor	Kidnaper's member,u7
Scene_1	10	0:00:52.520000	0:00:02.320000	ये क्या वाटर पार्क है? मजा आ रहा है।	humor	Kidnaper's member,u7
Scene_1	11	0:00:54.960000	0:00:03.400000	देखो, हम तुम्हें मार रहे हैं परेशान कर रहे हैं	non-humor	Kidnaper's boss,u7
Scene_1	12	0:00:58.440000	0:00:02.800000	और परेशान कर रहे हैं ऐसा तुम कहोगे।	non-humor	Kidnaper's boss,u7
Scene_1	13a	0:01:01.280000	0:00:00.814000	तभी पैसा आएगा।	non-humor	Kidnaper's boss,u7
Scene_1	13b	0:01:02.144000	0:00:00.616000	हा।	non-humor	Kidnaper's member,u13a
Scene_1	14	0:01:02.800000	0:00:03.640000	अरे बाबा, मुझे कोई परेशानी नहीं है यहां पर।	humor	Dilruba,u13b
Scene_1	15	0:01:06.480000	0:00:01.840000	मुझे तो बहुत अच्छा लग रहा है।	humor	Dilruba,u13b
Scene_1	16	0:01:08.360000	0:00:02.360000	आई एम वेरी वेरी हैप्पी।	humor	Dilruba,u13b
Scene_1	17	0:01:11.400000	0:00:03.400000	देखो एक करोड़ में से 50 लाख दूंगा।	non-humor	Kidnaper's boss,u16
Scene_1	18a	0:01:16.360000	0:00:01.472000	50 लाख!	humor	Dilruba,u17
Scene_1	18b	0:01:17.882000	0:00:02.158000	चाहिए चाहिए चाहिए?	humor	Kidnaper's boss,u18a
Scene_1	19	0:01:20.120000	0:00:01.880000	हां चाहिए चाहिए चाहिए! फोन दो।	non-humor	Dilruba,u18b
Scene_1	20	0:01:22.080000	0:00:01.600000	क्यो बोलना है जल्दी बताओ .. टाइम क्यों वेस्ट कर रहे हो?	non-humor	Dilruba,u18b
Scene_1	21	0:01:23.720000	0:00:02.080000	जल्दी से फोन दो। बाप रे बाप, क्या कर रहे हो।	non-humor	Dilruba,u18b
Scene_1	22	0:01:29.120000	0:00:01.360000	दिल, फोन उठाओ।	non-humor	Prema,u-
Scene_1	23	0:01:32.280000	0:00:01	दिल।	non-humor	Prema,u-
Scene_1	24	0:01:35.480000	0:00:01	दिल!	humor	Prema,u-
Scene_1	25	0:01:40.400000	0:00:01	दिल?	non-humor	Prema,u-
Scene_1	26a	0:01:45.760000	0:00:00.516000	हलो?	non-humor	Prema,u-
Scene_1	26b	0:01:46.326000	0:00:01.154000	डॉल!	humor	Dilruba,u26a
Scene_1	27	0:01:48.760000	0:00:03.520000	डॉल! ये लोग मुझे बहुत परेशान कर रहे हैं। डॉल	humor	Dilruba,u26a
Scene_1	28	0:01:52.400000	0:00:02.200000	दिल, बहुत हो गया मजाक। अब घर वापस आ जाओ।	non-humor	Prema,u27
Scene_1	29	0:01:55.080000	0:00:01.680000	मैं मजाक नहीं कर रहा हूं।	non-humor	Dilruba,u28
Scene_1	30	0:01:56.800000	0:00:03.040000	ये लोग मुझे बहुत मार रहे हैं।	humor	Dilruba,u28
Scene_1	31	0:02:05.520000	0:00:02.640000	हलो। यकीन आया आप को?	non-humor	Kidnaper's boss,u28
Scene_1	32	0:02:08.200000	0:00:03.320000	अगर कल रात तक तुम एक करोड़ रुपया ले कर नहीं आई	non-humor	Kidnaper's boss,u28
Scene_1	33	0:02:11.840000	0:00:02.920000	तो हम तुम्हारे पति को शूट कर देंगे।	humor	Kidnaper's boss,u28
Scene_1	34	0:02:17.080000	0:00:04.360000	देखिए शूट कल कहा है कितने बजे है मुझे फोन कर के बता देना।	non-humor	Prema,u33
Scene_1	35	0:02:21.680000	0:00:02.120000	और प्लीज लेट नाइट फोन मत करना। ओके।	humor	Prema,u33
Scene_1	36	0:02:27.920000	0:00:03.120000	अरे यार, ये तुम्हारी बीवी है कि क्या है?	humor	Kidnaper's boss,u35
Scene_1	37a	0:02:31.360000	0:00:00.528000	क्या हुआ?	non-humor	Dilruba,u36
Scene_1	37b	0:02:31.938000	0:00:02.062000	उसको अभी तक यकीन नहीं आ रहा है।	humor	Kidnaper's boss,u37a
Scene_1	38a	0:02:34.080000	0:00:01.045333	यकीन आएगा।	non-humor	Dilruba,u37b
Scene_1	38b	0:02:35.175333	0:00:01.144667	कैसे?	non-humor	Kidnaper's boss,u38a
Scene_1	39	0:02:36.880000	0:00:02.040000	जब केशू जी उसे बताएंगे ।।	non-humor	Dilruba,u38b
Scene_1	40	0:02:53.640000	0:00:01.440000	केशू, फोन उठाओ।	non-humor	Koki,u-
Scene_1	41a	0:03:04.680000	0:00:00.420000	हैलो?	non-humor	Koki,u-
Scene_1	41b	0:03:05.150000	0:00:01.210000	हैलो, कोकी जी।	non-humor	Dilruba,u41a
Scene_1	42a	0:03:06.440000	0:00:02.862667	दिलरुबा जी? आपने इतनी रात को क्यूं फोन किया हैं?	non-humor	Koki,u41b
